alt           press         den           temp          eddy          H2Oaer        CO2aer        S8aer         H2SO4aer      NH3aer        N2Oaer        C2H2aer       C2H4aer       C2H6aer       CH3CNaer      HCCCNaer      HCNaer        CH4aer        HCaer1        HCaer2        HCaer3        He            H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           CN            HCN           N             N2            NH            NH2           NH3           C2            C2H           C2H2          C2H4          NO            HNO           HO2           HNCO          N2O           H2O2          O3            NO2           NO3           SO3           HNO2          HNO3          H2SO4         HCl           Cl            Cl2           HOCl          N2H4          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          NCO           1CH2          HCCO          NNH           HSO           CH3O          H2COH         H2CN          N2H2          C4H           HCNOH         C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          N2H3          NH2CO         HS4           C4H3          CH2N2         CH2CN         CH3CN         HCCCN         O1D           N2D           H2Oaer_r      CO2aer_r      S8aer_r       H2SO4aer_r    NH3aer_r      N2Oaer_r      C2H2aer_r     C2H4aer_r     C2H6aer_r     CH3CNaer_r    HCCCNaer_r    HCNaer_r      CH4aer_r      HCaer1_r      HCaer2_r      HCaer3_r      
5.05000E+001  7.83843E-004  2.09802E+016  2.70606E+002  1.14364E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.53852E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.44292E-027  1.00000E-040  1.02823E-040  5.98981E-012  1.21336E-007  5.05665E-005  2.98908E-009  1.00743E-007  2.00589E-001  1.56740E-009  3.68866E-004  3.20578E-019  6.26629E-012  1.00000E-040  1.84496E-033  5.25370E-023  1.33056E-014  2.42610E-008  8.68343E-023  2.00217E-035  1.00000E-040  1.00000E-040  6.40131E-035  4.12956E-021  3.07271E-020  1.28088E-016  4.13766E-014  1.94517E-037  1.00000E-040  4.33637E-021  2.72013E-033  7.24613E-014  1.95328E-020  7.98989E-001  3.09115E-024  4.76118E-024  7.96479E-024  1.00000E-040  2.26811E-038  9.06811E-027  7.01927E-022  2.99304E-008  7.10548E-017  2.70292E-010  4.27958E-015  4.17526E-009  4.95991E-011  1.99293E-006  5.07133E-010  1.05014E-013  2.45380E-015  9.56369E-011  4.26631E-011  4.11801E-011  2.94677E-017  3.06840E-018  4.23299E-025  4.32986E-015  1.75183E-040  7.44680E-010  1.77181E-017  1.55272E-012  1.51231E-020  6.15238E-020  1.00000E-040  1.65413E-038  1.00000E-040  1.00000E-040  4.38177E-012  3.79507E-036  2.03047E-032  4.02052E-022  2.02310E-021  1.24936E-024  1.52691E-030  1.29407E-026  2.58799E-019  2.93082E-016  1.53943E-015  3.27730E-027  1.46817E-031  1.00000E-040  2.01633E-019  8.71869E-036  4.96880E-022  1.53438E-029  3.81751E-022  8.89828E-026  1.25195E-014  1.87785E-023  1.00000E-040  1.91669E-016  1.00000E-040  1.00000E-040  2.14522E-019  5.81240E-037  5.13428E-027  9.74952E-038  9.83224E-015  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.15000E+001  6.92407E-004  1.85609E+016  2.70197E+002  1.24374E+005  1.00000E-040  1.00000E-040  1.00000E-040  3.44044E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.44076E-027  1.00000E-040  1.02885E-040  8.76950E-012  1.27484E-007  5.05458E-005  3.17979E-009  1.23977E-007  2.00582E-001  1.56275E-009  3.68807E-004  3.12468E-019  5.31762E-012  1.00000E-040  2.53862E-033  4.94830E-023  1.18231E-014  2.22309E-008  1.06459E-022  2.14880E-035  1.00000E-040  1.00000E-040  6.38823E-035  4.13048E-021  3.27110E-020  1.55942E-016  4.35494E-014  1.83271E-037  1.00000E-040  1.13605E-021  2.96195E-033  7.69137E-014  1.20179E-019  7.98996E-001  3.95454E-024  4.95561E-024  9.89443E-024  1.00000E-040  1.31276E-038  4.51510E-027  3.98807E-022  2.99010E-008  7.07419E-017  2.78272E-010  4.26230E-015  3.72087E-009  4.71267E-011  1.84172E-006  3.90731E-010  7.59601E-014  2.16612E-015  8.48918E-011  2.72590E-011  4.11506E-011  2.95315E-017  2.91039E-018  2.62824E-025  3.21081E-015  1.57564E-040  7.44967E-010  1.33503E-017  1.37885E-012  1.06073E-020  4.37561E-020  1.00000E-040  6.58101E-039  1.00000E-040  1.00000E-040  3.91433E-012  4.11008E-036  1.22377E-032  2.61646E-022  1.92084E-021  1.17104E-024  7.58822E-031  1.63232E-026  2.44158E-019  2.32441E-016  1.23225E-015  1.21402E-026  2.10525E-031  1.00000E-040  2.09791E-019  4.19233E-036  3.23628E-022  1.71523E-029  3.75455E-022  3.92816E-026  8.09472E-015  1.87468E-023  1.00000E-040  1.99585E-016  1.00000E-040  1.00000E-040  1.57744E-019  7.10056E-037  5.57067E-027  8.32553E-038  1.07789E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.25000E+001  6.11327E-004  1.65124E+016  2.68152E+002  1.34384E+005  1.00000E-040  1.00000E-040  1.00000E-040  7.66155E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.42661E-027  1.00000E-040  1.02949E-040  1.23639E-011  1.35847E-007  5.05213E-005  3.38444E-009  1.50271E-007  2.00574E-001  1.57276E-009  3.68744E-004  2.96698E-019  4.47971E-012  1.00000E-040  3.15050E-033  4.40383E-023  1.00687E-014  2.06432E-008  1.27936E-022  2.35032E-035  1.00000E-040  1.00000E-040  6.37463E-035  4.23293E-021  3.57282E-020  1.94561E-016  4.50133E-014  1.65280E-037  1.00000E-040  3.09332E-022  2.78384E-033  8.15767E-014  6.47988E-019  7.99004E-001  4.61477E-024  4.71672E-024  1.12740E-023  1.00000E-040  7.45037E-039  2.21942E-027  2.23861E-022  2.98220E-008  7.08490E-017  2.85161E-010  4.24714E-015  3.33258E-009  4.53398E-011  1.73142E-006  3.00458E-010  5.50062E-014  1.85399E-015  7.67884E-011  1.77645E-011  4.11206E-011  3.00754E-017  2.81580E-018  1.77993E-025  2.54153E-015  1.21290E-040  7.45047E-010  9.76577E-018  1.18584E-012  7.14084E-021  2.97824E-020  1.00000E-040  2.22548E-039  1.00000E-040  1.00000E-040  3.64651E-012  4.12238E-036  7.17914E-033  1.63937E-022  1.72186E-021  1.01717E-024  3.59788E-031  1.79414E-026  2.45421E-019  1.85623E-016  1.00117E-015  4.33042E-026  2.72895E-031  1.00000E-040  2.53894E-019  2.08875E-036  2.02968E-022  1.81346E-029  3.69173E-022  1.79299E-026  5.21555E-015  1.90034E-023  1.00000E-040  2.07361E-016  1.00000E-040  1.00000E-040  1.09966E-019  8.13267E-037  6.20359E-027  7.10264E-038  1.18332E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.35000E+001  5.39169E-004  1.47109E+016  2.65462E+002  1.44391E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.70965E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.40706E-027  1.00000E-040  1.03017E-040  1.71027E-011  1.46334E-007  5.04932E-005  3.59458E-009  1.80639E-007  2.00566E-001  1.60418E-009  3.68679E-004  2.79797E-019  3.79220E-012  1.00000E-040  3.72603E-033  3.82106E-023  8.42988E-015  1.93975E-008  1.51920E-022  2.55320E-035  1.00000E-040  1.00000E-040  6.36043E-035  4.33410E-021  3.89501E-020  2.42573E-016  4.59444E-014  1.45833E-037  1.00000E-040  8.80133E-023  2.45247E-033  8.64683E-014  3.03371E-018  7.99012E-001  5.16671E-024  4.32624E-024  1.22274E-023  1.00000E-040  4.18163E-039  1.08146E-027  1.24501E-022  2.97030E-008  7.11256E-017  2.91471E-010  4.23382E-015  2.99920E-009  4.38263E-011  1.63738E-006  2.30980E-010  3.97762E-014  1.55932E-015  6.99314E-011  1.16954E-011  4.10898E-011  3.08799E-017  2.74545E-018  1.24771E-025  2.06452E-015  1.00000E-040  7.45042E-010  7.03276E-018  1.00307E-012  4.70263E-021  1.98306E-020  1.00000E-040  7.01507E-040  1.00000E-040  1.00000E-040  3.45432E-012  3.98938E-036  4.13914E-033  1.00723E-022  1.50431E-021  8.54313E-025  1.66716E-031  1.85244E-026  2.51724E-019  1.48567E-016  8.22998E-016  1.37235E-025  3.32254E-031  1.00000E-040  3.26864E-019  1.04922E-036  1.24761E-022  1.87537E-029  3.62933E-022  8.25147E-027  3.35974E-015  1.92241E-023  1.00000E-040  2.14967E-016  1.00000E-040  1.00000E-040  7.45055E-020  9.21123E-037  7.08366E-027  6.06044E-038  1.29563E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.45000E+001  4.74931E-004  1.30940E+016  2.62709E+002  1.54399E+005  1.00000E-040  1.00000E-040  1.00000E-040  3.83468E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.38532E-027  1.00000E-040  1.03088E-040  2.34224E-011  1.58912E-007  5.04615E-005  3.80073E-009  2.15938E-007  2.00558E-001  1.66396E-009  3.68609E-004  2.64737E-019  3.24574E-012  1.00000E-040  4.32098E-033  3.28573E-023  7.03370E-015  1.84137E-008  1.79241E-022  2.72773E-035  1.00000E-040  1.00000E-040  6.34552E-035  4.37729E-021  4.18445E-020  2.98516E-016  4.65095E-014  1.27554E-037  1.00000E-040  2.61613E-023  2.12726E-033  9.16199E-014  1.23000E-017  7.99021E-001  5.71444E-024  3.94630E-024  1.29853E-023  1.00000E-040  2.33932E-039  5.25224E-028  6.90183E-023  2.95501E-008  7.14607E-017  2.97371E-010  4.22201E-015  2.71115E-009  4.23100E-011  1.54554E-006  1.77759E-010  2.86536E-014  1.30050E-015  6.36320E-011  7.70195E-012  4.10578E-011  3.16407E-017  2.67686E-018  8.72885E-026  1.67415E-015  1.00000E-040  7.45012E-010  5.04424E-018  8.43652E-013  3.07486E-021  1.31240E-020  1.00000E-040  2.18820E-040  1.00000E-040  1.00000E-040  3.27693E-012  3.81498E-036  2.36732E-033  6.16041E-023  1.30930E-021  7.10078E-025  7.68431E-032  1.87621E-026  2.57936E-019  1.18658E-016  6.83109E-016  3.80649E-025  3.90919E-031  1.00000E-040  4.23830E-019  5.23802E-037  7.62977E-023  1.93449E-029  3.56731E-022  3.79007E-027  2.16772E-015  1.92154E-023  1.00000E-040  2.22390E-016  1.00000E-040  1.00000E-040  4.98109E-020  1.05995E-036  8.25844E-027  5.17457E-038  1.40961E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.55000E+001  4.17804E-004  1.16410E+016  2.59956E+002  1.64405E+005  1.00000E-040  1.00000E-040  1.00000E-040  8.64877E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.36020E-027  1.00000E-040  1.03164E-040  3.18185E-011  1.73601E-007  5.04263E-005  4.00176E-009  2.56870E-007  2.00549E-001  1.75634E-009  3.68535E-004  2.51400E-019  2.80735E-012  1.00000E-040  4.93807E-033  2.80786E-023  5.86019E-015  1.76310E-008  2.10760E-022  2.87699E-035  1.00000E-040  1.00000E-040  6.32976E-035  4.36131E-021  4.43568E-020  3.62892E-016  4.68276E-014  1.11107E-037  1.00000E-040  8.11252E-024  1.82779E-033  9.70708E-014  4.37198E-017  7.99030E-001  6.26644E-024  3.59459E-024  1.36090E-023  1.00000E-040  1.31252E-039  2.55754E-028  3.83721E-023  2.93670E-008  7.17403E-017  3.02813E-010  4.21137E-015  2.46058E-009  4.07466E-011  1.45461E-006  1.36991E-010  2.05642E-014  1.07979E-015  5.77912E-011  5.05884E-012  4.10242E-011  3.22350E-017  2.60621E-018  6.05809E-026  1.34972E-015  1.00000E-040  7.44962E-010  3.62669E-018  7.07927E-013  2.01043E-021  8.69381E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  3.10752E-012  3.62506E-036  1.35263E-033  3.77684E-023  1.13826E-021  5.86107E-025  3.54979E-032  1.87433E-026  2.63773E-019  9.45562E-017  5.72441E-016  9.30785E-025  4.49399E-031  1.00000E-040  5.50537E-019  2.61014E-037  4.67517E-023  1.99215E-029  3.50551E-022  1.74534E-027  1.40144E-015  1.90115E-023  1.00000E-040  2.29632E-016  1.00000E-040  1.00000E-040  3.29717E-020  1.23451E-036  9.77412E-027  4.42187E-038  1.52388E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.65000E+001  3.67061E-004  1.03365E+016  2.57205E+002  1.74410E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.96165E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.32930E-027  1.00000E-040  1.03244E-040  4.29523E-011  1.90458E-007  5.03874E-005  4.19910E-009  3.04360E-007  2.00539E-001  1.88505E-009  3.68456E-004  2.39504E-019  2.45037E-012  1.00000E-040  5.57807E-033  2.38753E-023  4.87738E-015  1.70042E-008  2.47447E-022  3.00338E-035  1.00000E-040  1.00000E-040  6.31305E-035  4.29013E-021  4.64629E-020  4.36335E-016  4.69793E-014  9.65938E-038  1.00000E-040  2.62047E-024  1.55741E-033  1.02863E-013  1.38001E-016  7.99040E-001  6.82070E-024  3.27241E-024  1.41106E-023  1.00000E-040  7.41395E-040  1.25341E-028  2.14720E-023  2.91558E-008  7.19043E-017  3.07822E-010  4.20166E-015  2.24130E-009  3.91496E-011  1.36554E-006  1.05741E-010  1.47133E-014  8.94192E-016  5.23859E-011  3.31345E-012  4.09885E-011  3.26456E-017  2.53355E-018  4.17149E-026  1.08217E-015  1.00000E-040  7.44891E-010  2.62367E-018  5.93287E-013  1.31956E-021  5.78681E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.94552E-012  3.42987E-036  7.75582E-034  2.32952E-023  9.88479E-022  4.81026E-025  1.65027E-032  1.84982E-026  2.69156E-019  7.51932E-017  4.84039E-016  2.02780E-024  5.07334E-031  1.00000E-040  7.18019E-019  1.30421E-037  2.88109E-023  2.04695E-029  3.44376E-022  8.08528E-028  9.07419E-016  1.86668E-023  1.00000E-040  2.36698E-016  1.00000E-040  1.00000E-040  2.16371E-020  1.44616E-036  1.16771E-026  3.78214E-038  1.63856E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.75000E+001  3.22044E-004  9.16690E+015  2.54454E+002  1.84415E+005  1.00000E-040  1.00000E-040  1.00000E-040  4.47473E-020  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.28976E-027  1.00000E-040  1.03330E-040  5.77333E-011  2.09577E-007  5.03445E-005  4.39528E-009  3.59642E-007  2.00529E-001  2.05480E-009  3.68372E-004  2.28862E-019  2.15537E-012  1.00000E-040  6.24720E-033  2.02214E-023  4.05576E-015  1.64990E-008  2.90424E-022  3.10561E-035  1.00000E-040  1.00000E-040  6.29522E-035  4.16674E-021  4.81207E-020  5.19255E-016  4.70182E-014  8.39024E-038  1.00000E-040  8.80435E-025  1.31710E-033  1.09044E-013  3.91380E-016  7.99051E-001  7.37683E-024  2.97968E-024  1.44986E-023  1.00000E-040  4.22514E-040  6.19531E-029  1.21170E-023  2.89175E-008  7.19339E-017  3.12482E-010  4.19265E-015  2.04833E-009  3.75443E-011  1.27950E-006  8.17634E-011  1.05021E-014  7.39389E-016  4.73958E-011  2.16539E-012  4.09505E-011  3.28991E-017  2.45909E-018  2.85146E-026  8.63565E-016  1.00000E-040  7.44796E-010  1.91453E-018  4.96768E-013  8.71582E-022  3.87979E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.79074E-012  3.23451E-036  4.47619E-034  1.44866E-023  8.57329E-022  3.92933E-025  7.73901E-033  1.80635E-026  2.73806E-019  5.96681E-017  4.12634E-016  3.97610E-024  5.64232E-031  1.00000E-040  9.43204E-019  6.55505E-038  1.78962E-023  2.09821E-029  3.38185E-022  3.77442E-028  5.87889E-016  1.82279E-023  1.00000E-040  2.43599E-016  1.00000E-040  1.00000E-040  1.40901E-020  1.69554E-036  1.40156E-026  3.23823E-038  1.75461E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.85000E+001  2.82158E-004  8.11929E+015  2.51704E+002  1.94419E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.02665E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.23888E-027  1.00000E-040  1.03422E-040  7.74426E-011  2.31086E-007  5.02974E-005  4.59387E-009  4.24393E-007  2.00518E-001  2.27214E-009  3.68281E-004  2.19388E-019  1.90826E-012  1.00000E-040  6.95944E-033  1.70764E-023  3.36961E-015  1.60893E-008  3.40990E-022  3.17912E-035  1.00000E-040  1.00000E-040  6.27612E-035  3.99405E-021  4.92731E-020  6.11711E-016  4.69801E-014  7.28391E-038  1.00000E-040  3.07345E-025  1.10667E-033  1.15664E-013  1.00783E-015  7.99062E-001  7.93815E-024  2.71616E-024  1.47892E-023  1.00000E-040  2.43219E-040  3.09169E-029  6.90350E-024  2.86524E-008  7.18394E-017  3.16931E-010  4.18412E-015  1.87764E-009  3.59593E-011  1.19769E-006  6.33429E-011  7.48258E-015  6.10976E-016  4.27982E-011  1.41300E-012  4.09098E-011  3.30423E-017  2.38271E-018  1.93642E-026  6.86430E-016  1.00000E-040  7.44676E-010  1.41171E-018  4.15631E-013  5.80314E-022  2.62455E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.64286E-012  3.04107E-036  2.60623E-034  9.09557E-024  7.42537E-022  3.19782E-025  3.66620E-033  1.74838E-026  2.77282E-019  4.72338E-017  3.54287E-016  7.08006E-024  6.19715E-031  1.00000E-040  1.24923E-018  3.32100E-038  1.12213E-023  2.14610E-029  3.31957E-022  1.77689E-028  3.80597E-016  1.77331E-023  1.00000E-040  2.50349E-016  1.00000E-040  1.00000E-040  9.11328E-021  1.98317E-036  1.68405E-026  2.77566E-038  1.87373E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
5.95000E+001  2.46862E-004  7.18209E+015  2.48955E+002  2.04424E+005  1.00000E-040  1.00000E-040  1.00000E-040  2.36936E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.17505E-027  1.00000E-040  1.03522E-040  1.03920E-010  2.55144E-007  5.02457E-005  4.79953E-009  5.00888E-007  2.00506E-001  2.54599E-009  3.68182E-004  2.11066E-019  1.69874E-012  1.00000E-040  7.73779E-033  1.43921E-023  2.79684E-015  1.57549E-008  4.00652E-022  3.21711E-035  1.00000E-040  1.00000E-040  6.25560E-035  3.77594E-021  4.98584E-020  7.13318E-016  4.68890E-014  6.31901E-038  1.00000E-040  1.11485E-025  9.24845E-034  1.22781E-013  2.37876E-015  7.99074E-001  8.51180E-024  2.48123E-024  1.50053E-023  1.00000E-040  1.41503E-040  1.55836E-029  3.97302E-024  2.83601E-008  7.16493E-017  3.21351E-010  4.17592E-015  1.72595E-009  3.44244E-011  1.12114E-006  4.91689E-011  5.32386E-015  5.04889E-016  3.85697E-011  9.21395E-013  4.08659E-011  3.31312E-017  2.30407E-018  1.30670E-026  5.43972E-016  1.00000E-040  7.44529E-010  1.05335E-018  3.47478E-013  3.89979E-022  1.79366E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.50154E-012  2.84975E-036  1.53365E-034  5.77135E-024  6.42110E-022  2.59527E-025  1.75601E-033  1.68041E-026  2.79065E-019  3.72810E-017  3.06063E-016  1.15381E-023  6.73463E-031  1.00000E-040  1.66075E-018  1.69857E-038  7.10957E-024  2.19130E-029  3.25670E-022  8.43653E-029  2.45831E-016  1.72147E-023  1.00000E-040  2.56965E-016  1.00000E-040  1.00000E-040  5.85925E-021  2.30960E-036  2.02065E-026  2.38227E-038  1.99851E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
6.05000E+001  2.15670E-004  6.34463E+015  2.46207E+002  2.14427E+005  1.00000E-040  1.00000E-040  1.00000E-040  5.50083E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.09851E-027  1.00000E-040  1.03630E-040  1.39841E-010  2.81951E-007  5.01891E-005  5.01775E-009  5.92169E-007  2.00493E-001  2.88819E-009  3.68076E-004  2.03921E-019  1.51927E-012  1.00000E-040  8.61533E-033  1.21174E-023  2.31897E-015  1.54804E-008  4.71161E-022  3.21226E-035  1.00000E-040  1.00000E-040  6.23345E-035  3.51811E-021  4.98239E-020  8.23195E-016  4.67613E-014  5.47576E-038  1.00000E-040  4.21746E-026  7.69613E-034  1.30456E-013  5.18979E-015  7.99087E-001  9.10974E-024  2.27407E-024  1.51731E-023  1.00000E-040  1.00000E-040  7.93605E-030  2.31075E-024  2.80400E-008  7.14013E-017  3.25949E-010  4.16788E-015  1.59055E-009  3.29663E-011  1.05064E-006  3.82419E-011  3.78367E-015  4.17512E-016  3.46870E-011  6.00845E-013  4.08185E-011  3.32208E-017  2.22281E-018  8.76681E-027  4.30119E-016  1.00000E-040  7.44351E-010  7.96297E-019  2.90269E-013  2.64787E-022  1.23975E-021  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.36639E-012  2.65971E-036  9.13770E-035  3.70380E-024  5.54346E-022  2.10238E-025  8.51156E-034  1.60645E-026  2.78644E-019  2.93188E-017  2.65770E-016  1.73260E-023  7.24987E-031  1.00000E-040  2.19310E-018  8.78258E-039  4.55551E-024  2.23490E-029  3.19300E-022  4.03971E-029  1.58163E-016  1.66984E-023  1.00000E-040  2.63468E-016  1.00000E-040  1.00000E-040  3.74775E-021  2.67591E-036  2.41736E-026  2.04792E-038  2.13218E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
6.15000E+001  1.88141E-004  5.59724E+015  2.43459E+002  2.24431E+005  1.00000E-040  1.00000E-040  1.00000E-040  1.28484E-018  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.01165E-027  1.00000E-040  1.03748E-040  1.89091E-010  3.11744E-007  5.01270E-005  5.25441E-009  7.02164E-007  2.00479E-001  3.31405E-009  3.67960E-004  1.97970E-019  1.36421E-012  1.00000E-040  9.63351E-033  1.02003E-023  1.92054E-015  1.52536E-008  5.54538E-022  3.15934E-035  1.00000E-040  1.00000E-040  6.20948E-035  3.22878E-021  4.91448E-020  9.40034E-016  4.66081E-014  4.73767E-038  1.00000E-040  1.68497E-026  6.38234E-034  1.38762E-013  1.05465E-014  7.99101E-001  9.74783E-024  2.09332E-024  1.53156E-023  1.00000E-040  1.00000E-040  4.08462E-030  1.35870E-024  2.76913E-008  7.11312E-017  3.30921E-010  4.15990E-015  1.46920E-009  3.16057E-011  9.86546E-007  2.98002E-011  2.68631E-015  3.45679E-016  3.11284E-011  3.92069E-013  4.07670E-011  3.33562E-017  2.13895E-018  5.85074E-027  3.39593E-016  1.00000E-040  7.44141E-010  6.10562E-019  2.42286E-013  1.81824E-022  8.67492E-022  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.23714E-012  2.46966E-036  5.52126E-035  2.40585E-024  4.77709E-022  1.70133E-025  4.17926E-034  1.52891E-026  2.75646E-019  2.29559E-017  2.31772E-016  2.41242E-023  7.73306E-031  1.00000E-040  2.84171E-018  4.59693E-039  2.95444E-024  2.27780E-029  3.12824E-022  1.95097E-029  1.01227E-016  1.62046E-023  1.00000E-040  2.69877E-016  1.00000E-040  1.00000E-040  2.38653E-021  3.08319E-036  2.88077E-026  1.76422E-038  2.27830E-014  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
