alt           press         den           temp          eddy          H2Oaer        CO2aer        S8aer         H2SO4aer      NH3aer        N2Oaer        C2H2aer       C2H4aer       C2H6aer       CH3CNaer      HCCCNaer      HCNaer        CH4aer        HCaer1        HCaer2        HCaer3        He            H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           CN            HCN           N             N2            NH            NH2           NH3           C2            C2H           C2H2          C2H4          NO            HNO           HO2           HNCO          N2O           H2O2          O3            NO2           NO3           SO3           HNO2          HNO3          H2SO4         HCl           Cl            Cl2           HOCl          N2H4          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          NCO           1CH2          HCCO          NNH           HSO           CH3O          H2COH         H2CN          N2H2          C4H           HCNOH         C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          N2H3          NH2CO         HS4           C4H3          CH2N2         CH2CN         CH3CN         HCCCN         O1D           N2D           H2Oaer_r      CO2aer_r      S8aer_r       H2SO4aer_r    NH3aer_r      N2Oaer_r      C2H2aer_r     C2H4aer_r     C2H6aer_r     CH3CNaer_r    HCCCNaer_r    HCNaer_r      CH4aer_r      HCaer1_r      HCaer2_r      HCaer3_r      
2.55000E+001  2.46384E-002  8.03903E+017  2.21986E+002  8.73322E+003  1.00000E-040  1.00000E-040  1.00000E-040  5.63043E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.03128E-027  1.00000E-040  1.01784E-040  5.08463E-019  8.61391E-007  4.87116E-005  4.72242E-012  8.50294E-012  2.00714E-001  5.88536E-009  3.69199E-004  1.86553E-021  3.13315E-011  1.00000E-040  1.00000E-040  3.05875E-029  8.30277E-018  7.21690E-007  1.02701E-023  2.01495E-028  1.00000E-040  1.00000E-040  6.62536E-035  8.47090E-019  3.19789E-020  3.52475E-017  1.59117E-012  1.00000E-040  1.00000E-040  1.48413E-010  2.90492E-039  8.96755E-015  7.76940E-034  7.98862E-001  2.23267E-030  2.74495E-027  2.22362E-023  1.00000E-040  1.00000E-040  1.59394E-028  1.81906E-023  6.05671E-010  2.86776E-016  5.55092E-011  2.39954E-015  1.74610E-007  1.19869E-009  4.52503E-006  1.18287E-009  1.30808E-012  6.98340E-018  1.20442E-010  1.56919E-008  3.02497E-012  5.36274E-014  7.54703E-018  1.45946E-020  1.51177E-012  1.00000E-040  4.86727E-010  2.33655E-020  1.11181E-015  2.07552E-023  3.82761E-023  1.08319E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.63984E-010  1.68337E-040  5.11436E-037  4.20148E-024  6.73791E-023  3.62902E-031  8.89546E-034  9.60476E-034  4.43903E-016  3.24803E-017  1.63365E-013  2.46098E-031  1.40571E-039  1.00000E-040  3.04676E-019  4.80728E-039  4.62443E-024  5.94380E-031  4.22571E-022  5.07878E-025  5.45590E-013  7.17782E-023  1.00000E-040  3.13309E-017  1.00000E-040  1.00000E-040  1.09389E-022  1.00000E-040  1.97714E-027  4.74476E-038  5.55987E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.65000E+001  2.11627E-002  6.87426E+017  2.22978E+002  9.76771E+003  1.00000E-040  1.00000E-040  1.00000E-040  4.95874E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.04439E-027  1.00000E-040  1.01808E-040  8.38503E-019  8.16252E-007  4.88581E-005  6.57314E-012  1.36750E-011  2.00710E-001  5.75833E-009  3.69229E-004  2.67725E-021  3.35520E-011  1.00000E-040  1.00000E-040  6.86740E-029  1.32190E-017  6.67881E-007  1.75837E-023  2.31178E-028  1.00000E-040  1.00000E-040  6.62019E-035  7.28624E-019  3.33104E-020  5.41082E-017  1.95120E-012  1.00000E-040  1.00000E-040  1.16754E-010  5.15953E-039  1.00694E-014  2.11697E-033  7.98865E-001  4.29293E-030  3.32165E-027  9.24836E-024  1.00000E-040  1.00000E-040  2.40545E-028  2.63234E-023  8.27030E-010  3.20778E-016  6.50964E-011  2.60311E-015  1.59361E-007  1.24012E-009  5.13361E-006  1.59732E-009  1.49785E-012  1.40146E-017  1.39684E-010  1.65626E-008  4.17945E-012  3.54089E-014  7.34388E-018  1.12679E-020  1.41084E-012  1.00000E-040  5.02512E-010  3.75339E-020  1.76060E-015  3.22495E-023  6.43544E-023  1.14275E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.48234E-010  4.63966E-040  1.04064E-036  6.01390E-024  7.73885E-023  8.28921E-031  1.68201E-033  1.48794E-033  4.59707E-016  4.26428E-017  1.51634E-013  2.60334E-031  7.72978E-040  1.00000E-040  3.57454E-019  9.68205E-039  6.56231E-024  7.76889E-031  4.22544E-022  6.28007E-025  5.31551E-013  1.08448E-022  1.00000E-040  3.49085E-017  1.00000E-040  1.00000E-040  1.82507E-022  1.00000E-040  1.70182E-027  5.27721E-038  8.73623E-018  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.75000E+001  1.81905E-002  5.88263E+017  2.23970E+002  1.09314E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.18597E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.05679E-027  1.00000E-040  1.01832E-040  1.40306E-018  7.70386E-007  4.90027E-005  9.25895E-012  2.16613E-011  2.00706E-001  5.60640E-009  3.69257E-004  3.86988E-021  3.57075E-011  1.00000E-040  1.00000E-040  1.56483E-028  2.11089E-017  6.15379E-007  2.85869E-023  2.41270E-028  1.00000E-040  1.00000E-040  6.61479E-035  6.15334E-019  3.52107E-020  8.21766E-017  2.26656E-012  1.64860E-040  1.00000E-040  8.83889E-011  9.20771E-039  1.12379E-014  5.54087E-033  7.98868E-001  8.08923E-030  4.27247E-027  3.39516E-024  1.00000E-040  1.00000E-040  3.72423E-028  3.90606E-023  1.14225E-009  3.69503E-016  7.49971E-011  2.80045E-015  1.44160E-007  1.22220E-009  5.71546E-006  2.13998E-009  1.67159E-012  2.67664E-017  1.63847E-010  1.71402E-008  5.80219E-012  2.32615E-014  7.23504E-018  8.75559E-021  1.30785E-012  1.00000E-040  5.21754E-010  6.01704E-020  2.79260E-015  5.10928E-023  1.08096E-022  1.22408E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.29020E-010  1.21774E-039  2.19736E-036  8.79744E-024  8.93986E-023  1.92130E-030  3.14207E-033  2.33866E-033  4.69032E-016  5.62096E-017  1.40448E-013  2.81493E-031  5.50925E-040  1.00000E-040  4.22644E-019  2.01972E-038  9.63416E-024  1.06361E-030  4.22516E-022  8.11807E-025  5.14127E-013  1.56224E-022  1.00000E-040  3.86460E-017  1.00000E-040  1.00000E-040  3.09410E-022  1.00000E-040  1.46270E-027  5.83432E-038  1.36474E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.85000E+001  1.56470E-002  5.03778E+017  2.24961E+002  1.22176E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.33260E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.06859E-027  1.00000E-040  1.01858E-040  2.38215E-018  7.24069E-007  4.91445E-005  1.31496E-011  3.37754E-011  2.00702E-001  5.42785E-009  3.69283E-004  5.59858E-021  3.76191E-011  1.00000E-040  1.00000E-040  3.59032E-028  3.36683E-017  5.64418E-007  4.39108E-023  2.26568E-028  1.00000E-040  1.00000E-040  6.60918E-035  5.12682E-019  3.77493E-020  1.21741E-016  2.48053E-012  5.08163E-040  1.00000E-040  6.40397E-011  1.64616E-038  1.24768E-014  1.39215E-032  7.98871E-001  1.49300E-029  5.62428E-027  1.09422E-024  1.00000E-040  1.00000E-040  5.90074E-028  5.92637E-023  1.58408E-009  4.33773E-016  8.49582E-011  2.99039E-015  1.29228E-007  1.15088E-009  6.23375E-006  2.81824E-009  1.81435E-012  4.82268E-017  1.92991E-010  1.73699E-008  8.08903E-012  1.52791E-014  7.22930E-018  6.85991E-021  1.20437E-012  1.00000E-040  5.42714E-010  9.61390E-020  4.41644E-015  8.18493E-023  1.80847E-022  1.33485E-040  1.70920E-040  1.00000E-040  1.00000E-040  2.08082E-010  3.01532E-039  4.78321E-036  1.31057E-023  1.04413E-022  4.48330E-030  5.83139E-033  3.72896E-033  4.69514E-016  7.40834E-017  1.29847E-013  3.11711E-031  5.29816E-040  1.00000E-040  5.02213E-019  4.33541E-038  1.45067E-023  1.51776E-030  4.22487E-022  1.09125E-024  4.95245E-013  2.12717E-022  1.00000E-040  4.25488E-017  1.00000E-040  1.00000E-040  5.28770E-022  1.00000E-040  1.25877E-027  6.41779E-038  2.11526E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.95000E+001  1.34687E-002  4.31743E+017  2.25952E+002  1.33341E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.43399E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.07987E-027  1.00000E-040  1.01885E-040  4.10914E-018  6.77053E-007  4.92845E-005  1.87559E-011  5.19115E-011  2.00698E-001  5.22149E-009  3.69306E-004  8.05027E-021  3.90805E-011  1.00000E-040  1.00000E-040  8.22207E-028  5.33743E-017  5.14652E-007  6.30572E-023  1.87451E-028  1.00000E-040  1.00000E-040  6.60327E-035  4.22333E-019  4.08371E-020  1.72708E-016  2.54232E-012  1.46516E-039  1.00000E-040  4.39522E-011  2.94283E-038  1.38062E-014  3.37726E-032  7.98875E-001  2.70683E-029  7.45380E-027  3.08403E-025  1.00000E-040  1.00000E-040  9.56994E-028  9.18330E-023  2.18998E-009  5.12173E-016  9.48391E-011  3.17387E-015  1.14628E-007  1.04170E-009  6.66036E-006  3.62140E-009  1.91588E-012  8.12173E-017  2.26677E-010  1.72280E-008  1.13413E-011  1.00479E-014  7.31852E-018  5.40772E-021  1.10055E-012  1.00000E-040  5.64110E-010  1.53560E-019  6.94608E-015  1.32203E-022  3.01896E-022  1.48728E-040  3.04779E-040  1.00000E-040  1.00000E-040  1.86701E-010  6.93864E-039  1.06802E-035  1.98531E-023  1.23760E-022  1.04404E-029  1.08613E-032  6.04026E-033  4.57172E-016  9.71473E-017  1.19611E-013  3.54317E-031  6.46993E-040  1.00000E-040  5.98439E-019  9.53740E-038  2.22842E-023  2.24737E-030  4.22456E-022  1.51648E-024  4.75948E-013  2.71206E-022  1.00000E-040  4.66728E-017  1.00000E-040  1.00000E-040  9.02993E-022  1.00000E-040  1.08743E-027  7.03779E-038  3.25035E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.05000E+001  1.16018E-002  3.70276E+017  2.26943E+002  1.47095E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.53474E-010  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.09071E-027  1.00000E-040  1.01913E-040  7.22663E-018  6.29401E-007  4.94224E-005  2.67717E-011  7.87680E-011  2.00694E-001  4.99142E-009  3.69327E-004  1.14369E-020  3.99228E-011  1.00000E-040  1.00000E-040  1.86475E-027  8.37466E-017  4.66088E-007  8.36966E-023  1.33632E-028  1.00000E-040  1.00000E-040  6.59701E-035  3.44723E-019  4.43800E-020  2.30692E-016  2.42491E-012  3.85264E-039  1.00000E-040  2.82738E-011  5.24684E-038  1.52413E-014  7.96305E-032  7.98879E-001  4.83191E-029  9.90155E-027  7.84069E-026  1.00000E-040  1.00000E-040  1.58549E-027  1.44773E-022  2.99967E-009  6.01134E-016  1.04498E-010  3.35041E-015  1.00535E-007  9.11644E-010  6.97144E-006  4.51175E-009  1.96898E-012  1.26653E-016  2.63888E-010  1.67068E-008  1.59506E-011  6.62679E-015  7.49465E-018  4.27667E-021  9.96555E-013  1.00000E-040  5.85040E-010  2.45362E-019  1.08377E-014  2.14566E-022  5.02834E-022  1.69835E-040  5.53875E-040  1.00000E-040  1.00000E-040  1.65781E-010  1.46126E-038  2.42798E-035  3.04611E-023  1.49135E-022  2.40748E-029  2.04354E-032  9.97441E-033  4.28964E-016  1.26214E-016  1.09498E-013  4.14751E-031  9.56111E-040  1.00000E-040  7.13053E-019  2.13742E-037  3.47002E-023  3.42921E-030  4.22423E-022  2.15970E-024  4.56875E-013  3.20748E-022  1.00000E-040  5.10558E-017  1.00000E-040  1.00000E-040  1.52906E-021  1.17052E-040  9.48448E-028  7.70382E-038  4.94512E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.15000E+001  1.00008E-002  3.17736E+017  2.27975E+002  1.63146E+004  1.00000E-040  1.00000E-040  1.00000E-040  6.58594E-011  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.10148E-027  1.00000E-040  1.01944E-040  1.30427E-017  5.81902E-007  4.95562E-005  3.81074E-011  1.18220E-010  2.00690E-001  4.75440E-009  3.69344E-004  1.60058E-020  4.01201E-011  1.00000E-040  1.00000E-040  4.17258E-027  1.29952E-016  4.19435E-007  1.02098E-022  8.13316E-029  1.00000E-040  1.00000E-040  6.59043E-035  2.80190E-019  4.84175E-020  2.87185E-016  2.14939E-012  9.08151E-039  1.00000E-040  1.69694E-011  9.33894E-038  1.67774E-014  1.83843E-031  7.98882E-001  8.52560E-029  1.32232E-026  2.13407E-026  1.00000E-040  1.00000E-040  2.67436E-027  2.30667E-022  4.05050E-009  6.94782E-016  1.13799E-010  3.51688E-015  8.73121E-008  7.75689E-010  7.14715E-006  5.42447E-009  1.97230E-012  1.82913E-016  3.02753E-010  1.58138E-008  2.24925E-011  4.39724E-015  7.73792E-018  3.36982E-021  8.91138E-013  1.00000E-040  6.05041E-010  3.91310E-019  1.67631E-014  3.48327E-022  8.34163E-022  1.98884E-040  1.02073E-039  1.00000E-040  1.00000E-040  1.45787E-010  2.79946E-038  5.56544E-035  4.70305E-023  1.82740E-022  5.48004E-029  3.90323E-032  1.69607E-032  3.84699E-016  1.62074E-016  9.93410E-014  5.03342E-031  1.70272E-039  1.00000E-040  8.40397E-019  4.83923E-037  5.43347E-023  5.34591E-030  4.22388E-022  3.11368E-024  4.39207E-013  3.50001E-022  1.00000E-040  5.56739E-017  1.00000E-040  1.00000E-040  2.55858E-021  2.07982E-040  8.44007E-028  8.41952E-038  7.43184E-017  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.25000E+001  8.62806E-003  2.72389E+017  2.29425E+002  1.77999E+004  1.00000E-040  1.00000E-040  1.00000E-040  5.79600E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.11515E-027  1.00000E-040  1.01975E-040  2.44973E-017  5.34684E-007  4.96856E-005  5.38526E-011  1.76602E-010  2.00686E-001  4.53929E-009  3.69357E-004  2.21559E-020  3.99780E-011  1.00000E-040  1.00000E-040  9.32742E-027  2.01885E-016  3.74695E-007  1.13809E-022  4.20825E-029  1.00000E-040  1.00000E-040  6.58349E-035  2.24711E-019  5.20899E-020  3.28185E-016  1.77261E-012  1.90922E-038  1.00000E-040  9.41519E-012  1.73130E-037  1.84312E-014  4.26105E-031  7.98886E-001  1.53353E-028  1.83491E-026  9.65737E-027  1.00000E-040  1.28242E-040  4.64685E-027  3.72562E-022  5.37784E-009  7.80921E-016  1.22992E-010  3.67269E-015  7.50903E-008  6.45482E-010  7.16614E-006  6.31301E-009  1.94560E-012  2.54128E-016  3.39493E-010  1.45615E-008  3.04123E-011  2.92090E-015  7.91670E-018  2.55044E-021  7.72599E-013  1.00000E-040  6.24818E-010  6.26787E-019  2.59883E-014  5.70104E-022  1.39693E-021  2.39257E-040  2.00186E-039  1.00000E-040  1.00000E-040  1.26025E-010  4.93365E-038  1.28935E-034  7.32562E-023  2.28722E-022  1.25455E-028  7.80365E-032  3.10996E-032  3.18761E-016  2.05207E-016  8.85358E-014  6.53022E-031  3.68094E-039  1.00000E-040  9.30650E-019  1.10258E-036  8.56195E-023  8.52594E-030  4.22350E-022  4.49462E-024  4.26180E-013  3.48425E-022  1.00000E-040  6.05677E-017  1.00000E-040  1.00000E-040  4.29465E-021  3.87080E-040  7.74912E-028  9.20414E-038  1.09994E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.35000E+001  7.45332E-003  2.32759E+017  2.31932E+002  1.94896E+004  1.00000E-040  1.00000E-040  1.00000E-040  8.97841E-029  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.13659E-027  1.00000E-040  1.02009E-040  4.86502E-017  4.87764E-007  4.98106E-005  7.51021E-011  2.64739E-010  2.00682E-001  4.36949E-009  3.69366E-004  3.06002E-020  4.00439E-011  1.00000E-040  1.00000E-040  2.12955E-026  3.20535E-016  3.31772E-007  1.15388E-022  1.85438E-029  1.00000E-040  1.00000E-040  6.57611E-035  1.73440E-019  5.32409E-020  3.37509E-016  1.36113E-012  3.57235E-038  1.00000E-040  4.77563E-012  3.58259E-037  2.02273E-014  1.02829E-030  7.98891E-001  2.94910E-028  2.78978E-026  8.97171E-027  1.00000E-040  3.56227E-040  8.36997E-027  6.10083E-022  6.99685E-009  8.39528E-016  1.32824E-010  3.81758E-015  6.39257E-008  5.29594E-010  7.01078E-006  7.15485E-009  1.91862E-012  3.60700E-016  3.67610E-010  1.29667E-008  3.54500E-011  1.92459E-015  7.80363E-018  1.74776E-021  6.30386E-013  1.00000E-040  6.45267E-010  1.01149E-018  4.08633E-014  9.47696E-022  2.39682E-021  2.96330E-040  4.50433E-039  1.00000E-040  1.00000E-040  1.05610E-010  8.18182E-038  3.02045E-034  1.15123E-022  2.95027E-022  2.98264E-028  1.68760E-031  6.58091E-032  2.32448E-016  2.55381E-016  7.65551E-014  9.46443E-031  9.39914E-039  1.00000E-040  8.97632E-019  2.48193E-036  1.35502E-022  1.37937E-029  4.22308E-022  6.36037E-024  4.22573E-013  3.10430E-022  1.00000E-040  6.57987E-017  1.00000E-040  1.00000E-040  7.41381E-021  7.71665E-040  7.43241E-028  1.00885E-037  1.59624E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.45000E+001  6.44946E-003  1.99044E+017  2.34688E+002  2.14883E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.03955E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.15960E-027  1.00000E-040  1.02045E-040  9.96417E-017  4.41804E-007  4.99294E-005  1.03275E-010  3.94269E-010  2.00678E-001  4.20653E-009  3.69372E-004  4.12534E-020  3.95556E-011  1.00000E-040  1.00000E-040  4.72117E-026  5.00026E-016  2.91160E-007  1.05444E-022  6.72037E-030  1.00000E-040  1.00000E-040  6.56831E-035  1.27835E-019  5.15839E-020  3.13662E-016  9.63838E-013  5.60052E-038  1.00000E-040  2.20688E-012  7.46900E-037  2.21696E-014  2.48679E-030  7.98895E-001  5.69334E-028  4.32773E-026  1.14692E-026  1.00000E-040  9.46807E-040  1.49355E-026  9.83978E-022  8.88547E-009  8.65262E-016  1.42131E-010  3.94928E-015  5.39536E-008  4.29704E-010  6.74551E-006  7.79661E-009  1.85636E-012  4.73036E-016  3.87713E-010  1.11998E-008  3.84010E-011  1.26252E-015  7.58423E-018  1.14872E-021  4.99552E-013  1.00000E-040  6.63646E-010  1.61332E-018  6.32363E-014  1.55618E-021  4.06878E-021  3.77942E-040  1.00596E-038  1.00000E-040  1.00000E-040  8.72470E-011  1.20479E-037  6.88868E-034  1.78108E-022  3.83908E-022  6.90651E-028  3.65802E-031  1.46091E-031  1.55148E-016  3.10382E-016  6.46315E-014  1.43898E-030  2.65093E-038  1.00000E-040  8.31581E-019  5.39055E-036  2.10653E-022  2.17920E-029  4.22261E-022  8.70308E-024  4.17920E-013  2.49732E-022  1.00000E-040  7.13669E-017  1.00000E-040  1.00000E-040  1.24681E-020  1.52894E-039  7.52948E-028  1.11010E-037  2.26545E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.55000E+001  5.59055E-003  1.70524E+017  2.37458E+002  2.37513E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.86942E-028  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.18242E-027  1.00000E-040  1.02082E-040  2.08840E-016  3.97510E-007  5.00404E-005  1.40072E-010  5.84406E-010  2.00674E-001  4.02722E-009  3.69372E-004  5.40688E-020  3.84007E-011  1.00000E-040  2.24945E-040  1.00378E-025  7.58896E-016  2.53334E-007  8.70813E-023  1.99450E-030  1.00000E-040  1.00000E-040  6.56011E-035  9.00661E-020  4.72552E-020  2.63789E-016  6.29297E-013  7.29280E-038  1.00000E-040  9.29231E-013  1.52482E-036  2.42571E-014  6.00737E-030  7.98899E-001  1.08888E-027  6.72477E-026  1.60980E-026  1.00000E-040  2.34677E-039  2.56803E-026  1.53073E-021  1.09770E-008  8.50637E-016  1.51190E-010  4.06581E-015  4.52382E-008  3.48854E-010  6.43222E-006  8.15822E-009  1.76733E-012  5.59606E-016  3.98493E-010  9.40922E-009  3.99968E-011  8.25716E-016  7.30699E-018  7.38367E-022  3.89602E-013  1.00000E-040  6.79242E-010  2.51461E-018  9.53977E-014  2.48776E-021  6.72672E-021  4.94809E-040  2.10700E-038  1.00000E-040  1.00000E-040  7.16422E-011  1.55947E-037  1.49471E-033  2.66736E-022  4.99157E-022  1.53251E-027  7.68594E-031  3.31033E-031  9.57717E-017  3.68148E-016  5.34442E-014  2.24245E-030  7.97576E-038  1.00000E-040  7.63580E-019  1.10596E-035  3.16579E-022  3.26377E-029  4.22204E-022  1.12840E-023  4.09615E-013  1.82506E-022  1.00000E-040  7.72584E-017  1.00000E-040  1.00000E-040  2.01518E-020  2.92669E-039  8.08240E-028  1.22706E-037  3.15828E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.65000E+001  4.85432E-003  1.46360E+017  2.40227E+002  2.66886E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.17395E-027  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  1.00000E-040  2.20497E-027  1.00000E-040  1.02121E-040  4.47504E-016  3.55721E-007  5.01418E-005  1.87794E-010  8.65460E-010  2.00670E-001  3.82860E-009  3.69368E-004  6.92169E-020  3.67426E-011  1.00000E-040  8.29714E-040  2.05666E-025  1.12374E-015  2.18811E-007  6.59759E-023  4.95009E-031  1.00000E-040  1.00000E-040  6.55160E-035  6.09073E-020  4.10336E-020  2.02808E-016  3.83147E-013  8.08237E-038  1.00000E-040  3.59171E-013  3.04748E-036  2.64746E-014  1.45679E-029  7.98904E-001  2.06755E-027  1.04308E-025  2.36123E-026  1.00000E-040  5.37107E-039  4.19797E-026  2.27382E-021  1.31861E-008  7.97027E-016  1.60436E-010  4.16534E-015  3.78031E-008  2.85405E-010  6.10472E-006  8.21439E-009  1.66564E-012  6.05229E-016  3.99069E-010  7.70813E-009  4.07957E-011  5.38902E-016  6.98473E-018  4.66910E-022  3.00556E-013  1.00000E-040  6.92236E-010  3.81327E-018  1.40496E-013  3.85433E-021  1.07827E-020  6.59191E-040  4.08751E-038  1.00000E-040  1.00000E-040  5.86154E-011  1.80565E-037  3.06084E-033  3.84269E-022  6.45576E-022  3.27375E-027  1.54258E-030  7.64010E-031  5.50247E-017  4.27568E-016  4.34273E-014  3.55897E-030  2.49955E-037  1.00000E-040  6.97803E-019  2.12003E-035  4.57290E-022  4.56411E-029  4.22131E-022  1.37059E-023  3.97503E-013  1.22919E-022  1.00000E-040  8.34219E-017  1.00000E-040  1.00000E-040  3.14508E-020  5.38852E-039  9.12815E-028  1.36102E-037  4.34865E-016  1.00000E-040  1.00000E-003  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
